Name,Tot. Statements,Tot. Branches,Deployed,Avg. Test Case Length,Branches Covered,Generations,Blockchain Time,Offchain Time,Total Time,Branch %
FixedSupplyToken,39,22,1,5.590909090909091,22.0,2,274.007217,88.04900099999998,362.056218,1.0
FixedSupplyToken,39,22,1,6.590909090909091,22.0,1,151.657041,50.697517000000005,202.354558,1.0
MultiSigWallet (1),56,70,0,7.140625,63.0,101,7616.394203,2131.6550850000003,9748.049288,0.9
theRun,62,83,1,2.2058823529411766,34.0,101,7409.821171,1813.1631740000012,9222.984345,0.40963855421686746
EzToken,31,11,1,4.0,11.0,1,108.426629,40.19893899999998,148.625568,1.0
Rubixi,56,102,1,3.2028985507246377,69.0,101,9077.179117,3773.329310000001,12850.508427,0.6764705882352942
BadAuction,7,7,0,3.0,7.0,1,74.39347,12.293079000000006,86.686549,1.0
Randomness,22,17,0,2.4375,16.0,101,7378.965549,1458.046075000001,8837.011624,0.9411764705882353
Reentrance,9,14,1,2.0,13.0,101,7875.791344,1627.2233709999991,9503.014715,0.9285714285714286
OpenAddressLottery,30,34,1,2.09375,32.0,101,8135.344533,1967.4537489999993,10102.798282,0.9411764705882353
DosAuction,7,7,1,4.0,7.0,1,57.359144,10.015017,67.374161,1.0
Prover,27,17,1,3.823529411764706,17.0,1,143.644877,66.635548,210.280425,1.0
Prover,27,17,1,4.176470588235294,17.0,1,133.65911,58.103151,191.762261,1.0
DosAuction,7,7,1,3.5714285714285716,7.0,1,62.699873,11.422927000000001,74.1228,1.0
OpenAddressLottery,30,34,1,2.0625,32.0,101,8266.583135,1993.1989959999992,10259.782131,0.9411764705882353
Reentrance,9,14,1,2.0,13.0,101,7871.953452,1609.785444000001,9481.738896,0.9285714285714286
Randomness,22,17,0,2.75,16.0,101,7277.671457,1429.4789550000005,8707.150412,0.9411764705882353
EzToken,31,11,1,4.090909090909091,11.0,1,109.041493,42.268888000000004,151.310381,1.0
Rubixi,56,102,1,3.8405797101449277,69.0,101,8689.795618,3545.661096,12235.456714,0.6764705882352942
theRun,62,83,1,2.264705882352941,34.0,101,7487.489223,1841.3122720000001,9328.801495,0.40963855421686746
FixedSupplyToken,39,22,1,3.0454545454545454,22.0,5,636.085888,182.22508700000003,818.310975,1.0
FixedSupplyToken,39,22,1,4.409090909090909,22.0,6,803.801749,233.20903199999998,1037.010781,1.0
MultiSigWallet (1),56,70,0,6.234375,63.0,101,7538.191988,2070.192763,9608.384751,0.9
GuardCheck,10,14,0,3.2142857142857144,14.0,1,53.445322,11.450639000000002,64.895961,1.0
theRun,62,83,1,2.2941176470588234,34.0,101,7458.080943,1846.976248,9305.057191,0.40963855421686746
Prover,27,17,1,5.0,17.0,1,142.319958,63.96715499999999,206.287113,1.0
Rubixi,56,102,1,3.5217391304347827,69.0,101,8503.225752,3450.2402540000003,11953.466006,0.6764705882352942
EzToken,31,11,1,4.090909090909091,11.0,1,109.657545,40.999787999999995,150.657333,1.0
BadAuction,7,7,0,3.2857142857142856,7.0,1,68.360304,13.560322999999997,81.920627,1.0
Randomness,22,17,0,2.4375,16.0,101,6877.833991,1349.2293920000002,8227.063383,0.9411764705882353
DosAuction,7,7,1,3.0,7.0,1,59.30172,10.32112699999999,69.622847,1.0
Reentrance,9,14,1,2.0,13.0,101,7596.389348,1540.9042510000008,9137.293599,0.9285714285714286
Prover,27,17,1,5.294117647058823,17.0,1,119.256349,51.37411900000001,170.630468,1.0
Reentrance,9,14,1,2.0,13.0,101,7729.753412,1682.0368159999998,9411.790228,0.9285714285714286
DosAuction,7,7,1,4.285714285714286,7.0,1,57.761988,9.748474000000002,67.510462,1.0
Randomness,22,17,0,2.75,16.0,101,7016.995537,1392.9580180000003,8409.953555,0.9411764705882353
BadAuction,7,7,0,4.285714285714286,7.0,1,78.031944,14.377577000000002,92.409521,1.0
Rubixi,56,102,1,3.608695652173913,69.0,101,8521.804799,3456.3053600000003,11978.110159,0.6764705882352942
EzToken,31,11,1,4.909090909090909,11.0,1,112.576844,41.62665799999999,154.203502,1.0
GuardCheck,10,14,0,3.7857142857142856,14.0,1,59.45373,12.443278,71.897008,1.0
FundRaising,23,21,0,7.714285714285714,21.0,1,59.069927,17.443493999999994,76.513421,1.0
MultiSigWallet (1),56,70,0,6.180327868852459,60.0,101,7584.542079,2121.7504120000003,9706.292491,0.8571428571428571
FixedSupplyToken,39,22,1,4.181818181818182,22.0,7,943.684557,269.815883,1213.50044,1.0
Casino,38,29,0,10.36,25.0,101,10914.599262,2452.0296080000007,13366.62887,0.8620689655172413
MultiSigWallet (1),56,70,0,6.328125,63.0,101,7750.02584,2116.590313999999,9866.616154,0.9
theRun,62,83,1,2.0588235294117645,34.0,101,7508.936667,1873.3088740000003,9382.245541,0.40963855421686746
Greeter3,15,73,0,6.109589041095891,73.0,5,799.605299,357.6847140000001,1157.290013,1.0
EzToken,31,11,1,5.545454545454546,11.0,1,96.843209,34.12654699999999,130.969756,1.0
Rubixi,56,102,1,3.4347826086956523,69.0,101,8563.331674,3491.1899680000006,12054.521642,0.6764705882352942
Randomness,22,17,0,2.75,16.0,101,7383.798326,1462.120481,8845.918807,0.9411764705882353
BadAuction,7,7,0,2.4285714285714284,7.0,1,67.399827,13.639872999999994,81.0397,1.0
DosAuction,7,7,1,4.428571428571429,7.0,1,58.217766,9.500717000000009,67.718483,1.0
Reentrance,9,14,1,2.0,13.0,101,7683.509734,1621.110690999999,9304.620425,0.9285714285714286
Prover,27,17,1,3.9411764705882355,17.0,1,131.12503,61.271646000000004,192.396676,1.0
Prover,27,17,1,4.0588235294117645,17.0,1,139.035965,59.083586999999994,198.119552,1.0
EzToken,31,11,1,6.2727272727272725,11.0,1,111.463311,40.476933,151.940244,1.0
Reentrance,9,14,1,2.0,13.0,101,7744.161952,1673.867538999999,9418.029491,0.9285714285714286
BadAuction,7,7,0,3.857142857142857,7.0,1,73.124756,13.931502999999992,87.056259,1.0
Randomness,22,17,0,2.4375,16.0,101,7273.355007,1441.2660639999995,8714.621071,0.9411764705882353
Rubixi,56,102,1,3.420289855072464,69.0,101,8578.841306,3501.2127359999995,12080.054042,0.6764705882352942
theRun,62,83,1,2.176470588235294,34.0,101,7368.022651,1805.4173089999995,9173.43996,0.40963855421686746
MultiSigWallet (1),56,70,0,5.765625,63.0,101,7666.840153,2138.7362989999992,9805.576452,0.9
Casino,38,29,0,9.625,24.0,101,11075.154426,2472.8451400000013,13547.999566,0.8275862068965517
MultiSigWallet (1),56,70,0,6.640625,63.0,101,7789.479225,2137.1367899999996,9926.616015,0.9
FixedSupplyToken,39,22,1,5.863636363636363,22.0,2,257.36292,80.83002300000004,338.192943,1.0
